输出欧式距离为： [0.016876077746178723, 0.6468786870794009, 0.5722619406743612, 0.5917226740099347, 0.6463608575029076, 0.6097165467848025, 0.5553636950723291, 0.6600287263653913, 0.6601306101350316, 0.6637592121068995, 0.6828558925278492, 0.596048993917224, 0.6046331764774016, 0.6145113636504346, 0.6430732953299187, 0.5737612686979761]
输出欧式距离为： [0.26235678189084155, 0.2143369232169345, 0.31357053529251916, 0.3676992684950552, 0.42105776685319757, 0.36222272328765487, 0.3018357921171102, 0.45244101639905454, 0.4330405326470442, 0.415017907084399, 0.4658164218408762, 0.32533563561744716, 0.3628225703543739, 0.35784999713734567, 0.38165741370495576, 0.3311740440648667]
输出欧式距离为： [0.29176415202547085, 0.40322791130277413, 0.15159562445753147, 0.33039415387466686, 0.4017260230513642, 0.34946873729246153, 0.2622573515377044, 0.44226321565947796, 0.42005674106919216, 0.3782551482004542, 0.4519799461384784, 0.2962948961401753, 0.3304392036432971, 0.3361734308981084, 0.3754980372201756, 0.3003529457280992]
输出欧式距离为： [0.26603882072014656, 0.41521158275013886, 0.3003419830703485, 0.19055204456677566, 0.4057355323232056, 0.34757884806409567, 0.272621781693928, 0.441300686797391, 0.42089201964958245, 0.3882477323510937, 0.4577232420212158, 0.3082419353545093, 0.33647274077753336, 0.3368797603406349, 0.3786766830148882, 0.3438792134581331]
输出欧式距离为： [0.27399090905089535, 0.45045284213700565, 0.33257432833832207, 0.3756145334216543, 0.17656565193437265, 0.3921116686139471, 0.3238561050892651, 0.47159473047517464, 0.45446689541705176, 0.41389775630552655, 0.48424306467617206, 0.3509286299292245, 0.39089231917157924, 0.38234319448721854, 0.423112906808305, 0.3515035311623172]        
输出欧式距离为： [0.24530880529463148, 0.4121633989149729, 0.30913786503357926, 0.3419099693326938, 0.42182833320305013, 0.20053163919737133, 0.2894596599331826, 0.4544874539547286, 0.43368083894787957, 0.42562310670370074, 0.46583790380997436, 0.3296757530835453, 0.3591697807360776, 0.36169576011947846, 0.39728656579524985, 0.3436365572535076]        
输出欧式距离为： [0.3420687671512806, 0.4168489287674237, 0.3048836448184003, 0.34444913851147807, 0.41900991963663814, 0.3571115218472125, 0.09352133808532695, 0.4548267950506385, 0.43634711333295556, 0.4219517473946145, 0.46443271424405763, 0.2943291351870612, 0.3399697820476674, 0.35532220713376644, 0.381057098558167, 0.33282899058142223]
输出欧式距离为： [0.2325554878984365, 0.438291369387497, 0.3349443014497951, 0.37779062143997977, 0.43405975356684684, 0.38463472221406453, 0.3235976108092535, 0.24239599043985352, 0.4527753653745343, 0.4432210529876394, 0.4810504895991576, 0.3374114697401031, 0.3723632703794041, 0.3736386847153224, 0.41289243873909176, 0.36871320187192336]
输出欧式距离为： [0.23688956396840954, 0.4372952735493483, 0.3139329698501881, 0.3615841156458903, 0.42461820344525464, 0.3572504012275727, 0.3024771648664918, 0.4613494077577131, 0.23937657876071658, 0.42015560511858063, 0.47174327682232603, 0.334761003100229, 0.3698968678447503, 0.3730656425631599, 0.4006311352296746, 0.3655420638898421]
输出欧式距离为： [0.2666580232706502, 0.4101228694104744, 0.27573361393128787, 0.33603948084177543, 0.40763337970388697, 0.3584451740021818, 0.28320449832987715, 0.44391851347504485, 0.4277406807342974, 0.22989105989278177, 0.45891200264065096, 0.30469521793490656, 0.36302495420313424, 0.3502092682870523, 0.4004493035563191, 0.3104506685593346]        
输出欧式距离为： [0.6689555195000731, 0.6309978364920779, 0.5482770827871856, 0.5948823321952772, 0.6298764441384317, 0.5966958266702657, 0.518213410932645, 0.6656751650792911, 0.6473189978467188, 0.6242174788694704, 0.011460509541706668, 0.555074858120639, 0.5939811394723347, 0.5907479691046171, 0.6192587245153925, 0.574625839500674]
输出欧式距离为： [0.327375864662444, 0.39467462500030714, 0.24932610124917823, 0.30592264875604847, 0.395959169726525, 0.33179923378688503, 0.23017186133639989, 0.43520495911170265, 0.4110746960634363, 0.3930864968111542, 0.45028467537624833, 0.1538573862314074, 0.339095046843167, 0.32646935299513136, 0.3610391772734073, 0.32605056115190884]
输出欧式距离为： [0.32676314682897695, 0.39814835220199923, 0.2912335634451019, 0.351434141550323, 0.4011855271796008, 0.34010056164951113, 0.2638574520111617, 0.4343696622497554, 0.4176931859859674, 0.39097431335110516, 0.4481049391408145, 0.3170730559959154, 0.1594249555174108, 0.3149809332902319, 0.36132030402954896, 0.297683969227683]
输出欧式距离为： [0.2665996005483514, 0.4012587708809184, 0.2965821858595334, 0.34271991299501425, 0.4046035565414151, 0.3530127960748608, 0.2787562301611928, 0.4397455988668339, 0.4201193966804898, 0.3812093047879514, 0.45218504876913695, 0.32399266387517234, 0.32901221055726243, 0.19441365408978042, 0.3603534324349693, 0.33451431033066503]
输出欧式距离为： [0.3112945416770827, 0.4203028892796539, 0.30524853546582487, 0.3623809983993144, 0.4209918937371884, 0.3686451151088008, 0.28310936988517016, 0.4553863963753387, 0.43436422908404293, 0.42738031847576047, 0.4683443398315499, 0.32001354254878356, 0.36597251902257294, 0.35081202901570974, 0.16568985036083217, 0.3188778278085536]
输出欧式距离为： [0.25265498837752165, 0.4155174285254996, 0.2929368015615401, 0.36708067272825423, 0.4177080333607263, 0.3635378578037483, 0.2814947683963013, 0.45357944052654764, 0.4368080763237975, 0.4113434214695136, 0.4661401221574526, 0.31363287281024005, 0.36169823002122964, 0.3548387149816038, 0.4017735396621116, 0.17701682631391097]
